"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHFA","PENSIONF","PC_HHFA","A","2014",55.66911,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2015",55.6422,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2016",56.34602,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2017",56.53998,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2018",55.69786,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2019",58.01793,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2020",56.76802,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2021",56.72683,
"AUS","HHFA","PENSIONF","PC_HHFA","A","2022",53.46735,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1995",2.76704,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1996",2.739322,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1997",2.338553,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1998",1.955227,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","1999",1.721359,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2000",1.338317,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2001",1.257168,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2002",1.057457,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2003",0.8886179,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2004",0.7454426,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2005",0.7769781,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2006",0.6503381,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2007",0.5922691,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2008",0.5364165,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2009",0.3837126,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2010",0.3090498,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2011",0.2693004,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2012",0.2142657,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2013",0.1766232,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2014",0.2081204,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2015",0.181888,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2016",0.1828701,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2017",0.1764231,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2018",0.1591774,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2019",0.1266716,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2020",0.1085337,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2021",0.1004681,
"AUS","HHFA","SECOTHSH","PC_HHFA","A","2022",0.097344,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1995",20.5592,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1996",20.57641,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1997",20.5049,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1998",23.84838,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","1999",24.16785,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2000",24.37111,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2001",24.87829,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2002",25.92945,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2003",27.03967,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2004",27.73582,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2005",28.49169,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2006",26.99227,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2007",24.47925,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2008",22.77286,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2009",21.4668,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2010",20.35973,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2011",19.87971,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2012",18.84839,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2013",18.76752,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2014",19.02335,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2015",19.18741,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2016",18.92131,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2017",19.05308,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2018",19.29656,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2019",18.64483,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2020",18.22591,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2021",18.14715,
"AUS","HHFA","SHOTHEQTY","PC_HHFA","A","2022",19.0954,
"AUT","HHFA","CURDEP","PC_HHFA","A","1995",53.00537,
"AUT","HHFA","CURDEP","PC_HHFA","A","1996",52.2233,
"AUT","HHFA","CURDEP","PC_HHFA","A","1997",51.08856,
"AUT","HHFA","CURDEP","PC_HHFA","A","1998",49.87291,
"AUT","HHFA","CURDEP","PC_HHFA","A","1999",49.15978,
"AUT","HHFA","CURDEP","PC_HHFA","A","2000",46.75488,
"AUT","HHFA","CURDEP","PC_HHFA","A","2001",46.86544,
"AUT","HHFA","CURDEP","PC_HHFA","A","2002",47.29732,
"AUT","HHFA","CURDEP","PC_HHFA","A","2003",46.95847,
"AUT","HHFA","CURDEP","PC_HHFA","A","2004",45.23082,
"AUT","HHFA","CURDEP","PC_HHFA","A","2005",42.69212,
"AUT","HHFA","CURDEP","PC_HHFA","A","2006",40.89727,
"AUT","HHFA","CURDEP","PC_HHFA","A","2007",41.11076,
"AUT","HHFA","CURDEP","PC_HHFA","A","2008",44.52099,
"AUT","HHFA","CURDEP","PC_HHFA","A","2009",43.22541,
"AUT","HHFA","CURDEP","PC_HHFA","A","2010",41.88396,
"AUT","HHFA","CURDEP","PC_HHFA","A","2011",42.60176,
"AUT","HHFA","CURDEP","PC_HHFA","A","2012",41.77488,
"AUT","HHFA","CURDEP","PC_HHFA","A","2013",40.65061,
"AUT","HHFA","CURDEP","PC_HHFA","A","2014",40.37356,
"AUT","HHFA","CURDEP","PC_HHFA","A","2015",40.46141,
"AUT","HHFA","CURDEP","PC_HHFA","A","2016",40.62806,
"AUT","HHFA","CURDEP","PC_HHFA","A","2017",39.80334,
"AUT","HHFA","CURDEP","PC_HHFA","A","2018",40.85303,
"AUT","HHFA","CURDEP","PC_HHFA","A","2019",40.4912,
"AUT","HHFA","CURDEP","PC_HHFA","A","2020",40.50713,
"AUT","HHFA","CURDEP","PC_HHFA","A","2021",39.06064,
"AUT","HHFA","CURDEP","PC_HHFA","A","2022",40.90874,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1995",8.427439,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1996",9.12627,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1997",9.458053,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1998",9.909135,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","1999",10.36715,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2000",10.70904,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2001",11.24503,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2002",11.49447,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2003",11.51001,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2004",11.74731,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2005",12.48112,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2006",12.63638,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2007",12.58792,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2008",12.88137,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2009",12.64187,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2010",12.74266,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2011",12.71214,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2012",12.67903,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2013",12.14492,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2014",12.0776,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2015",11.69851,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2016",11.15507,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2017",11.64546,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2018",11.14834,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2019",11.29912,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2020",10.6779,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2021",9.456103,
"AUT","HHFA","LIFEINSRSV","PC_HHFA","A","2022",7.730898,
"AUT","HHFA","MFSH","PC_HHFA","A","1995",4.87331,
"AUT","HHFA","MFSH","PC_HHFA","A","1996",5.913709,
"AUT","HHFA","MFSH","PC_HHFA","A","1997",7.1229,
"AUT","HHFA","MFSH","PC_HHFA","A","1998",7.96025,
"AUT","HHFA","MFSH","PC_HHFA","A","1999",8.676832,
"AUT","HHFA","MFSH","PC_HHFA","A","2000",9.374811,
"AUT","HHFA","MFSH","PC_HHFA","A","2001",9.087234,
"AUT","HHFA","MFSH","PC_HHFA","A","2002",8.144351,
"AUT","HHFA","MFSH","PC_HHFA","A","2003",8.13059,
"AUT","HHFA","MFSH","PC_HHFA","A","2004",8.82193,
"AUT","HHFA","MFSH","PC_HHFA","A","2005",9.706094,
"AUT","HHFA","MFSH","PC_HHFA","A","2006",10.14317,
"AUT","HHFA","MFSH","PC_HHFA","A","2007",9.523769,
"AUT","HHFA","MFSH","PC_HHFA","A","2008",7.164826,
"AUT","HHFA","MFSH","PC_HHFA","A","2009",7.618764,
"AUT","HHFA","MFSH","PC_HHFA","A","2010",8.13889,
"AUT","HHFA","MFSH","PC_HHFA","A","2011",7.26105,
"AUT","HHFA","MFSH","PC_HHFA","A","2012",7.498902,
"AUT","HHFA","MFSH","PC_HHFA","A","2013",7.69842,
"AUT","HHFA","MFSH","PC_HHFA","A","2014",8.284137,
"AUT","HHFA","MFSH","PC_HHFA","A","2015",8.634229,
"AUT","HHFA","MFSH","PC_HHFA","A","2016",8.835874,
"AUT","HHFA","MFSH","PC_HHFA","A","2017",9.071184,
"AUT","HHFA","MFSH","PC_HHFA","A","2018",8.568849,
"AUT","HHFA","MFSH","PC_HHFA","A","2019",9.356505,
"AUT","HHFA","MFSH","PC_HHFA","A","2020",9.331972,
"AUT","HHFA","MFSH","PC_HHFA","A","2021",10.5808,
"AUT","HHFA","MFSH","PC_HHFA","A","2022",10.28985,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1995",6.907942,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1996",6.75583,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1997",6.935743,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1998",7.187274,
"AUT","HHFA","PENSIONF","PC_HHFA","A","1999",6.57243,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2000",6.522006,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2001",6.688695,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2002",6.777173,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2003",6.76407,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2004",6.873807,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2005",6.719934,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2006",6.713474,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2007",6.650248,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2008",6.750987,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2009",6.643764,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2010",6.592261,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2011",6.835825,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2012",7.006296,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2013",7.139194,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2014",7.591115,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2015",7.705171,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2016",7.972486,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2017",7.879372,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2018",7.940295,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2019",8.161364,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2020",8.110754,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2021",7.949138,
"AUT","HHFA","PENSIONF","PC_HHFA","A","2022",7.800829,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1995",11.25629,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1996",9.950734,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1997",8.352383,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1998",7.061297,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","1999",6.20919,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2000",6.405821,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2001",6.159617,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2002",6.501756,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2003",6.519774,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2004",6.857111,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2005",6.591718,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2006",7.183454,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2007",7.701543,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2008",8.780252,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2009",8.460728,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2010",8.459919,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2011",8.703695,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2012",8.638028,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2013",7.919073,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2014",7.002141,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2015",6.148449,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2016",5.505716,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2017",4.800839,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2018",4.378496,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2019",4.039313,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2020",3.367958,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2021",2.869917,
"AUT","HHFA","SECOTHSH","PC_HHFA","A","2022",2.620367,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1995",13.16007,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1996",13.63139,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1997",14.57314,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1998",15.24286,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","1999",16.26278,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2000",17.42671,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2001",17.14008,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2002",16.31531,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2003",16.87034,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2004",17.3385,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2005",18.34884,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2006",19.50447,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2007",19.40663,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2008",16.63478,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2009",18.3405,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2010",19.19113,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2011",18.78161,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2012",19.35219,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2013",21.39326,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2014",21.36649,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2015",21.75216,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2016",22.27678,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2017",24.5403,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2018",24.78518,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2019",24.30909,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2020",25.58179,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2021",27.57587,
"AUT","HHFA","SHOTHEQTY","PC_HHFA","A","2022",28.19567,
"BEL","HHFA","CURDEP","PC_HHFA","A","1995",27.23895,
"BEL","HHFA","CURDEP","PC_HHFA","A","1996",26.65964,
"BEL","HHFA","CURDEP","PC_HHFA","A","1997",26.46624,
"BEL","HHFA","CURDEP","PC_HHFA","A","1998",25.42325,
"BEL","HHFA","CURDEP","PC_HHFA","A","1999",23.1459,
"BEL","HHFA","CURDEP","PC_HHFA","A","2000",23.10637,
"BEL","HHFA","CURDEP","PC_HHFA","A","2001",22.97117,
"BEL","HHFA","CURDEP","PC_HHFA","A","2002",25.57291,
"BEL","HHFA","CURDEP","PC_HHFA","A","2003",26.27973,
"BEL","HHFA","CURDEP","PC_HHFA","A","2004",26.91956,
"BEL","HHFA","CURDEP","PC_HHFA","A","2005",26.37521,
"BEL","HHFA","CURDEP","PC_HHFA","A","2006",26.7633,
"BEL","HHFA","CURDEP","PC_HHFA","A","2007",26.8943,
"BEL","HHFA","CURDEP","PC_HHFA","A","2008",28.98396,
"BEL","HHFA","CURDEP","PC_HHFA","A","2009",27.92974,
"BEL","HHFA","CURDEP","PC_HHFA","A","2010",27.62718,
"BEL","HHFA","CURDEP","PC_HHFA","A","2011",28.17507,
"BEL","HHFA","CURDEP","PC_HHFA","A","2012",28.67722,
"BEL","HHFA","CURDEP","PC_HHFA","A","2013",29.29494,
"BEL","HHFA","CURDEP","PC_HHFA","A","2014",28.89219,
"BEL","HHFA","CURDEP","PC_HHFA","A","2015",28.31253,
"BEL","HHFA","CURDEP","PC_HHFA","A","2016",28.5367,
"BEL","HHFA","CURDEP","PC_HHFA","A","2017",28.67926,
"BEL","HHFA","CURDEP","PC_HHFA","A","2018",30.90839,
"BEL","HHFA","CURDEP","PC_HHFA","A","2019",30.27087,
"BEL","HHFA","CURDEP","PC_HHFA","A","2020",30.88247,
"BEL","HHFA","CURDEP","PC_HHFA","A","2021",30.41893,
"BEL","HHFA","CURDEP","PC_HHFA","A","2022",32.76123,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1995",5.918849,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1996",6.188684,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1997",6.720562,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1998",4.999066,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","1999",5.943836,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2000",6.789075,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2001",7.643953,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2002",8.818252,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2003",10.1051,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2004",11.0994,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2005",12.56561,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2006",13.33092,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2007",13.95361,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2008",14.66882,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2009",14.59557,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2010",15.17259,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2011",15.11298,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2012",15.27617,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2013",14.65993,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2014",14.18493,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2015",13.527,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2016",14.7891,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2017",14.15219,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2018",13.91726,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2019",13.69803,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2020",13.34567,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2021",12.35515,
"BEL","HHFA","LIFEINSRSV","PC_HHFA","A","2022",10.12916,
"BEL","HHFA","MFSH","PC_HHFA","A","1995",8.064945,
"BEL","HHFA","MFSH","PC_HHFA","A","1996",8.647614,
"BEL","HHFA","MFSH","PC_HHFA","A","1997",10.03771,
